"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
4.246734780E1;3.550176382E0;2.051734924E-2;-5.042154789E-1
4.247682072E1;4.910991192E0;1.422110558E0;-1.681479692E0
4.248629369E1;4.671692848E0;2.574875832E0;-2.050365210E0
4.249576660E1;4.421384811E0;2.355499268E0;-1.947636843E0
4.250523952E1;3.998839140E0;1.878176689E0;-1.224425554E0
4.251471249E1;3.437068462E0;2.134515762E0;-1.302919388E-1
4.252418541E1;3.620489836E0;2.399041176E0;5.619904995E-1
4.253365838E1;4.480628490E0;2.433754921E0;6.294054985E-1
4.254313129E1;5.817747116E0;2.512675285E0;1.044135094E-1
4.255260421E1;6.692352295E0;2.909232140E0;-4.782776833E-1
4.256207718E1;6.674818993E0;3.549510956E0;-4.902248383E-1
4.257155010E1;5.828812599E0;4.165685654E0;2.922604084E-1
4.258102301E1;4.781673431E0;4.471987724E0;1.015717983E0
4.259049598E1;4.612627983E0;4.629308224E0;2.055294991E0
4.259996890E1;5.022895813E0;5.281600475E0;3.120827913E0
4.260944187E1;5.761207104E0;6.831270218E0;2.060157537E0
4.261891478E1;8.012978554E0;9.155517578E0;1.903947234E0
4.262838770E1;9.372188568E0;1.223770905E1;3.730789185E0
4.263786067E1;8.867940903E0;1.428696060E1;2.693952084E0
4.264733358E1;1.042761707E1;1.447291374E1;1.971447349E0
4.265680655E1;1.282308292E1;1.457598495E1;1.307574511E0
4.266627947E1;1.393406773E1;1.403391075E1;-1.892182946E0
4.267575239E1;1.416421509E1;1.116569519E1;-7.059433460E0
4.268522536E1;1.383443642E1;7.037240982E0;-1.021919441E1
4.269469827E1;1.233781147E1;2.637051582E0;-1.094558334E1
4.270417119E1;8.611492157E0;-6.027040482E-1;-1.082419300E1
4.271364416E1;3.175172329E0;-4.659099579E-1;-1.155986404E1
4.272311707E1;-3.560366154E0;2.892941952E0;-9.123486519E0
4.273259004E1;-6.497207642E0;6.400003433E0;-1.790222645E0
4.274206296E1;-7.599212170E0;8.413105011E0;2.967989445E0
4.275153588E1;-8.724748611E0;8.033297539E0;4.682399750E0
4.276100884E1;-8.691823959E0;5.358670712E0;3.900007010E0
4.277048176E1;-7.568675518E0;1.806824684E0;2.392947197E0
4.277995468E1;-5.995153427E0;-9.544720650E-1;1.671772838E0
4.278942765E1;-4.130330086E0;-2.223880768E0;1.593153000E0
4.279890056E1;-3.310483932E0;-1.702908278E0;1.637871385E0
4.280837353E1;-3.462634087E0;-5.714626312E-1;1.617164731E0
4.281784645E1;-3.562678337E0;-4.544534683E-1;1.341172576E0
4.282731937E1;-2.924456596E0;-1.659620285E0;9.299656153E-1
4.283679233E1;-1.481939793E0;-3.388148069E0;4.242562056E-1
4.284626525E1;2.198452950E-1;-5.216422558E0;3.108547926E-1
4.285573817E1;1.819712639E0;-6.738315105E0;1.722931862E-3
4.286521114E1;2.834447622E0;-7.224164486E0;-4.990974665E-1
4.287468405E1;2.891968727E0;-6.525279999E0;-1.191710234E0
4.288415697E1;2.521491528E0;-5.490930557E0;-1.500992298E0
4.289362994E1;2.166430235E0;-4.832234383E0;-1.046856523E0
4.290310286E1;1.628146648E0;-4.724269390E0;-4.952983856E-1
4.291257582E1;5.262908936E-1;-4.822449207E0;-3.062319756E-1
4.292204874E1;-1.008730412E0;-4.771855354E0;3.073219061E-1
4.293152166E1;-3.242299080E0;-4.359521866E0;5.975109339E-1
4.294099463E1;-5.396081924E0;-3.339692116E0;6.449367404E-1
4.295046754E1;-6.987553596E0;-1.944889069E0;1.093560934E0
4.295994051E1;-7.808052063E0;-1.282337189E0;1.081755400E0
4.296941343E1;-7.822977066E0;-1.813134670E0;7.878718972E-1
4.297888634E1;-7.448008537E0;-3.091169357E0;2.285140753E-1
4.298835931E1;-7.469200611E0;-3.690679550E0;5.954980850E-3
4.299783223E1;-7.829604149E0;-3.011388302E0;-7.053101063E-2
4.300730515E1;-7.811195850E0;-1.793655872E0;-7.688572407E-1
4.301677812E1;-6.956893444E0;-5.004453659E-1;-1.464554071E0
4.302625103E1;-6.148062706E0;3.172187805E-1;-2.461588383E0
4.303572400E1;-6.737951756E0;1.997325897E0;-2.292863607E0
4.304519692E1;-7.243878365E0;3.536925316E0;-2.905602217E0
4.305466983E1;-4.927950859E0;1.725995064E0;-2.103466511E0
4.306414280E1;-2.537490606E0;-6.344881058E-1;-2.449573994E0
4.307361572E1;-3.276947737E0;-1.231705666E0;-5.800696373E0
4.308308869E1;-4.441973686E0;-1.345691681E-1;-2.983180523E0
4.309256160E1;-3.550310373E0;-8.649444580E-2;9.634019136E-1
4.310203452E1;-1.922113895E0;-1.746886730E0;1.380312681E0
4.311150749E1;-3.377511501E-1;-3.288084507E0;-8.939801455E-1
4.312098041E1;-1.509788036E-1;-2.703539371E0;-3.104760170E0
4.313045332E1;-1.198759794E0;-1.003468037E0;-4.368528366E0
4.313992629E1;-1.799842477E0;-3.950605392E-1;-4.554063797E0
4.314939921E1;-2.231836557E0;-1.403277874E0;-4.034215927E0
4.315887218E1;-3.254135370E0;-2.583543777E0;-3.802397013E0
4.316834510E1;-3.624860764E0;5.601358414E-1;1.511580944E-1
4.317781801E1;1.381077766E-1;1.207867718E1;1.383569431E1
4.318729098E1;7.664745331E0;2.153808022E1;1.165720940E1
4.319676390E1;2.863591671E0;1.783202362E1;-2.284459591E0
4.320623681E1;3.691153526E0;-2.629237652E0;-1.030866718E1
4.321570978E1;2.358732224E0;-1.368146610E1;-1.058758640E1
4.322518270E1;-5.373738289E0;-1.004653454E1;-5.331644535E0
4.323465567E1;-1.717675972E1;-3.073165894E0;-5.288326263E0
4.324412858E1;-2.070561409E1;-1.120012283E0;-3.365608215E0
4.325360150E1;-1.616853142E1;-2.854065418E0;5.123108387E0
4.326307447E1;-1.272399330E1;-3.250227928E0;1.036883450E1
4.327254739E1;-1.839673424E1;1.636645317E0;6.483637810E0
4.328202030E1;-2.480458450E1;6.090369225E0;3.737014532E0
4.329149327E1;-1.855298042E1;4.814197540E0;2.051144123E0
4.330096619E1;-8.020771027E0;2.194352150E0;-1.017269135E0
4.331043916E1;7.150789499E-1;7.293834686E-1;-4.440522194E0
4.331991207E1;6.488633633E0;5.527629852E-1;-7.738592148E0
4.332938504E1;8.658231735E0;8.967781067E-1;-8.642116547E0
4.333885796E1;7.378575325E0;2.383460999E-1;-6.932578087E0
4.334833088E1;3.501363993E0;-5.583114624E-1;-4.706794262E0
4.335780384E1;-7.374906540E-2;-1.022450447E0;-2.462130308E0
4.336727676E1;-2.172968626E0;-1.090036392E0;-6.933057308E-1
4.337674968E1;-3.832185030E0;-2.380323410E-1;1.129459262E0
4.338622265E1;-5.039572239E0;1.213968277E0;1.904974937E0
4.339569556E1;-4.882544994E0;1.707809448E0;1.927249908E0
4.340516853E1;-3.949367285E0;9.673824310E-1;1.514305592E0
4.341464145E1;-2.548985958E0;9.580326080E-2;1.096150994E0
4.342411437E1;-8.311883211E-1;-2.615880966E-1;6.020915508E-1
4.343358733E1;8.038944006E-1;1.991653442E-2;-8.809638023E-2
4.344306025E1;2.149086237E0;2.365579605E-1;-6.045048237E-1
4.345253322E1;2.950022221E0;2.765216827E-1;-1.082480669E0
4.346200614E1;2.987048626E0;2.433681488E-1;-8.929054737E-1
4.347147905E1;2.335205078E0;8.335113525E-3;-3.128457069E-1
4.348095202E1;1.838436007E0;-3.104572296E-1;1.789212227E-1
4.349042494E1;1.257900238E0;-3.585271835E-1;1.111348271E0
4.349989791E1;6.047724485E-1;-1.248226166E-1;1.902365446E0
4.350937082E1;5.125297308E-1;-1.759586334E-1;1.242816806E0
4.351884374E1;1.399751425E0;-2.052345276E-1;4.387152195E-1
4.352831671E1;1.819808483E0;1.348285675E-1;-4.129517078E-1
4.353778963E1;2.020891190E0;4.869575500E-1;-9.190118313E-1
4.354726260E1;2.293690920E0;5.893440247E-1;-6.964600086E-1
4.355673551E1;1.871506214E0;7.034320831E-1;-3.666169643E-1
4.356620843E1;1.678259492E0;5.621585846E-1;1.035846591E0
4.357568140E1;9.267785549E-1;2.540044785E-1;1.137877703E0
4.358515431E1;1.351450324E0;1.789369583E-1;2.594304085E-2
4.359462728E1;2.229132891E0;1.069022179E0;-2.801294327E-1
4.360410020E1;2.381626606E0;2.801591873E0;-1.024871826E0
4.361357312E1;2.949447870E0;3.743174553E0;-6.543354988E-1
4.362304608E1;2.826954126E0;3.762477875E0;-3.402588367E-1
4.363251900E1;2.992869377E0;3.344250679E0;-3.207435608E-1
4.364199197E1;3.704054832E0;3.111426353E0;-2.530922890E-1
4.365146489E1;4.280382156E0;2.962028503E0;3.611385822E-1
4.366093780E1;4.971895695E0;2.875593185E0;3.459270000E-1
4.367041077E1;6.188426971E0;2.625205040E0;-7.640118599E-1
4.367988369E1;7.083116055E0;3.050895691E0;-1.040410995E0
4.368935666E1;7.447209358E0;3.701552868E0;-6.687059402E-1
4.369882957E1;7.427744865E0;3.691265583E0;-1.294093132E-1
4.370830249E1;6.901629925E0;3.739899635E0;9.730924368E-1
4.371777546E1;6.376559734E0;4.144042969E0;2.139045715E0
4.372724838E1;6.404376030E0;5.240468502E0;1.811308861E0
4.373672134E1;7.949067593E0;7.478622913E0;1.349323153E0
4.374619426E1;9.777975082E0;1.087507343E1;5.043062210E0
4.375566723E1;8.630446434E0;1.350187874E1;4.399477482E0
4.376514015E1;9.259293556E0;1.327006340E1;1.766516805E0
4.377461306E1;1.211695957E1;1.277779675E1;1.521864057E0
4.378408603E1;1.366807365E1;1.306268692E1;-1.604923248E0
4.379355895E1;1.427586651E1;1.152317047E1;-8.149567604E0
4.380303192E1;1.509584713E1;7.851189613E0;-1.082252407E1
4.381250483E1;1.450058746E1;3.922315121E0;-1.072217369E1
4.382197775E1;1.170074463E1;9.490075111E-1;-9.828566551E0
4.383145072E1;6.600442886E0;5.242528915E-1;-1.029861069E1
4.384092364E1;-1.014022827E0;2.572093010E0;-1.135331535E1
4.385039660E1;-7.010295391E0;5.544849396E0;-6.868835449E0
4.385986952E1;-8.034755707E0;7.385817051E0;5.459978580E-1
4.386934244E1;-9.196307182E0;8.039023399E0;4.879171848E0
4.387881541E1;-1.050138283E1;7.146056652E0;6.407939911E0
4.388828832E1;-9.748310089E0;4.239881516E0;4.929634571E0
4.389776129E1;-7.301667690E0;1.332271576E0;3.353105545E0
4.390723421E1;-4.706000328E0;-1.358385086E-1;2.531232834E0
4.391670718E1;-3.100085258E0;-3.714818954E-1;1.376490355E0
4.392618010E1;-2.572954178E0;-1.614356041E-1;6.386518478E-3
4.393565301E1;-2.478712082E0;-5.500049591E-1;-1.426950693E0
4.394512598E1;-1.887791634E0;-1.607830524E0;-1.651784539E0
4.395459890E1;-6.215200424E-1;-3.059291840E0;-4.542026520E-1
4.396407187E1;5.848703384E-1;-4.619248867E0;2.172346115E-1
4.397354478E1;1.640552998E0;-5.756103992E0;2.966756225E-1
4.398301775E1;2.918737173E0;-6.338975430E0;2.384339571E-1
4.399249067E1;3.582062006E0;-6.157211781E0;-3.183887005E-1
4.400196358E1;3.346676111E0;-5.622279167E0;-1.196026444E0
4.401143655E1;2.864224434E0;-5.227356911E0;-1.656388283E0
4.402090947E1;2.327460766E0;-4.966474533E0;-9.081908464E-1
4.403038244E1;9.362533092E-1;-4.720110893E0;-4.064917564E-1
4.403985536E1;-1.446901798E0;-4.342167854E0;3.111958504E-2
4.404932827E1;-4.049090385E0;-3.899389744E0;6.339168549E-1
4.405880124E1;-6.021828651E0;-3.382105827E0;1.957344294E0
4.406827416E1;-7.935320854E0;-2.440186501E0;3.141703606E0
4.407774713E1;-9.683568001E0;-1.609754086E0;2.880492449E0
4.408722004E1;-1.004205418E1;-1.691367626E0;2.017440081E0
4.409669301E1;-9.072569847E0;-2.924211025E0;1.828510761E0
4.410616593E1;-7.572563171E0;-4.333680630E0;1.363647103E0
4.411563884E1;-6.288399220E0;-4.335668087E0;2.672854662E-1
4.412511181E1;-5.389055252E0;-3.400197029E0;-2.294708490E-1
4.413458473E1;-4.313432217E0;-1.783504486E0;-1.685087323E0
4.414405770E1;-3.360607862E0;5.871372223E-1;-2.679284573E0
4.415353062E1;-2.739504576E0;2.321659088E0;-2.995072603E0
4.416300358E1;-2.945387363E0;2.976097107E0;-3.224094868E0
4.417247650E1;-5.197726250E0;3.706038475E0;-3.548923492E0
4.418194947E1;-3.864242077E0;2.775529861E0;-2.008212090E0
4.419142239E1;-2.224882126E0;1.431638718E0;-4.169683456E0
4.420089530E1;-3.969420671E0;7.594165802E-1;-6.339933872E0
4.421036827E1;-5.724520683E0;7.159557343E-1;-1.066714764E0
4.421984119E1;-5.584852695E0;-1.215277672E0;1.981986761E0
4.422931416E1;-4.078940392E0;-3.883140564E0;1.636387587E0
4.423878707E1;-3.727047205E0;-4.442564011E0;-8.203910589E-1
4.424825999E1;-4.240638733E0;-2.906437397E0;-3.197134495E0
4.425773296E1;-3.627492905E0;-1.592651367E0;-4.330502510E0
4.426720588E1;-2.989792585E0;-1.152962208E0;-4.185893059E0
4.427667884E1;-3.304183006E0;-1.554084301E0;-4.382338524E0
4.428615176E1;-4.022533894E0;-2.018963814E0;-4.572923660E0
4.429562468E1;-4.472213745E0;1.803401947E0;-1.187888384E-1
4.430509765E1;-5.123126507E-2;1.255839443E1;1.305699348E1
4.431457056E1;6.036145210E0;1.956656647E1;9.355788231E0
4.432404353E1;1.223546028E0;1.465011215E1;-3.615438938E0
4.433351645E1;2.812851906E0;-3.754652023E0;-1.035702896E1
4.434298942E1;6.235229969E-1;-1.248475838E1;-8.772737503E0
4.435246233E1;-8.226051331E0;-8.444630623E0;-4.264246464E0
4.436193525E1;-1.770120049E1;-2.305433273E0;-4.474923134E0
4.437140822E1;-1.660292625E1;-1.926130772E0;-2.253150463E0
4.438088114E1;-9.539357185E0;-3.734047890E0;5.333167076E0
4.439035410E1;-8.107851982E0;-2.489923000E0;7.590100288E0
4.439982702E1;-1.642233658E1;3.340948105E0;3.279101849E0
4.440929999E1;-2.150066757E1;6.421062469E0;1.864303946E0
4.441877291E1;-1.447633171E1;3.296091080E0;8.815554380E-1
4.442824588E1;-6.121052265E0;3.557815552E-1;-9.480834007E-1
4.443771879E1;-1.952974796E-1;-1.742267609E-1;-3.058641434E0
4.444719171E1;3.021855354E0;5.969371796E-1;-5.546053410E0
4.445666468E1;3.997254372E0;1.085138321E0;-5.213233948E0
4.446613760E1;2.345111370E0;1.065143585E0;-3.950623989E0
4.447561056E1;3.539379835E-1;3.512191772E-1;-2.288712263E0
4.448508348E1;-1.297744036E0;-3.525772095E-1;-1.020660639E0
4.449455645E1;-2.966483593E0;-1.459455490E-1;5.366873741E-2
4.450402937E1;-3.745946884E0;5.543289185E-1;8.151479959E-1
4.451350233E1;-3.482461691E0;1.153385162E0;7.191132307E-1
4.452297525E1;-2.813687325E0;1.295745850E0;-4.554533958E-2
4.453244817E1;-1.727767706E0;8.644580841E-1;-2.751278877E-2
4.454192114E1;-3.719946146E-1;1.935691833E-1;1.677043438E-1
4.455139405E1;8.810226321E-1;-1.546335220E-1;-8.814334869E-4
4.456086702E1;1.817873597E0;-9.222888947E-2;1.028141975E-1
4.457033994E1;2.108061075E0;4.515552521E-2;1.992809772E-1
4.457981286E1;2.217686892E0;-5.298423767E-2;1.312110424E-1
4.458928582E1;2.320992231E0;-2.328844070E-1;-3.134248257E-1
4.459875874E1;2.299137354E0;-1.501083374E-2;-6.118299961E-1
4.460823171E1;2.135834694E0;3.134155273E-2;-8.077390194E-1
4.461770463E1;1.910377264E0;-2.145957947E-1;-2.639966011E-1
4.462717760E1;1.268163800E0;-3.533248901E-1;3.284316063E-1
4.463665051E1;9.610198736E-1;-3.439064026E-1;5.692663193E-1
4.464612343E1;8.724689484E-1;-3.609561920E-2;8.329392672E-1
4.465559640E1;8.113465309E-1;1.799812317E-1;9.171327353E-1
4.466506931E1;1.287947178E0;1.231498718E-1;1.020856261E0
4.467454228E1;1.425061226E0;1.212587357E-1;1.121455550E0
4.468401520E1;1.828312278E0;3.409862518E-1;7.702140808E-1
4.469348817E1;2.105718374E0;8.565502167E-1;-1.401104927E-1
4.470296108E1;2.325885773E0;1.256721497E0;-3.697350025E-1
4.471243405E1;2.250012159E0;1.956269264E0;-4.631769657E-1
4.472190697E1;2.048392296E0;2.493798256E0;-5.304770470E-1
4.473137989E1;1.421609640E0;2.720623016E0;6.663153172E-1
4.474085286E1;1.217670918E0;2.080426216E0;8.961659670E-1
4.475032577E1;2.331045628E0;1.366694450E0;8.051311970E-1
4.475979874E1;4.346652031E0;1.686000824E0;-6.360292435E-2
4.476927166E1;6.688176155E0;2.307729721E0;-6.544578075E-1
4.477874457E1;8.293028831E0;3.012051582E0;-8.417053223E-1
4.478821754E1;8.852180481E0;3.220372200E0;-1.505534410E0
4.479769046E1;8.578044891E0;3.035333633E0;-2.235419750E0
4.480716343E1;7.425747871E0;3.316462517E0;-1.939441919E0
4.481663635E1;6.271221161E0;3.993749142E0;-8.674311638E-1
4.482610931E1;5.594732285E0;4.660276890E0;1.049833298E-1
4.483558223E1;5.747154236E0;5.273509026E0;7.935577631E-1
4.484505515E1;6.294321060E0;6.256011963E0;9.229826927E-2
4.485452812E1;7.778996944E0;8.283982277E0;-5.238742828E-1
4.486400103E1;9.274093628E0;1.155198669E1;2.995633125E0
4.487347400E1;8.881028175E0;1.404855919E1;4.129057884E0
4.488294692E1;8.217720032E0;1.416341782E1;3.390273094E0
4.489241983E1;8.489338875E0;1.345979691E1;2.828963518E0
4.490189280E1;1.001618385E1;1.313399410E1;2.138985872E0
4.491136572E1;1.155717087E1;1.184724045E1;-1.652720571E0
4.492083869E1;1.239989090E1;8.543760300E0;-7.942169189E0
4.493031160E1;1.286339188E1;4.961098194E0;-1.132722282E1
4.493978457E1;1.193010902E1;1.800292015E0;-1.071162605E1
4.494925749E1;8.293186188E0;3.101382256E-1;-1.024475861E1
4.495873046E1;1.178760529E0;2.077565670E0;-1.150334930E1
4.496820338E1;-5.060824871E0;5.589269161E0;-7.544506550E0
4.497767629E1;-6.247029781E0;8.055696487E0;1.000585556E-1
4.498714926E1;-7.086659431E0;8.864604950E0;4.840500832E0
4.499662218E1;-9.222736359E0;7.764672756E0;5.456945896E0
4.500609515E1;-9.399785995E0;4.637548923E0;4.144354820E0
4.501556806E1;-6.745779514E0;1.387084007E0;3.140784264E0
4.502504098E1;-3.766935825E0;-3.363952637E-1;2.514795780E0
4.503451395E1;-1.818310738E0;-5.029172897E-1;1.068185091E0
4.504398687E1;-1.083736897E0;7.192134857E-3;7.845044136E-2
4.505345983E1;-1.600084782E0;-8.429336548E-2;-1.147836447E0
4.506293275E1;-2.087333202E0;-8.948283195E-1;-2.419838905E0
4.507240572E1;-1.171122074E0;-2.326590538E0;-1.857502460E0
4.508187864E1;3.610072136E-1;-4.001317024E0;-1.520892382E-1
4.509135155E1;1.374831200E0;-5.219555378E0;1.643179655E-1
4.510082452E1;1.974376678E0;-5.514591694E0;-4.345368147E-1
4.511029744E1;2.321219683E0;-5.271629810E0;-4.964923859E-1
4.511977041E1;2.066685438E0;-5.061623573E0;-4.894388914E-1
4.512924332E1;1.231184006E0;-5.069630623E0;-9.849834442E-1
4.513871624E1;3.595409393E-1;-5.181034088E0;-1.309515715E0
4.514818921E1;-8.613662720E-1;-5.000051975E0;-1.137089372E0
4.515766213E1;-2.972491741E0;-4.559838295E0;-8.135761023E-1
4.516713510E1;-5.253992081E0;-4.057326317E0;8.863925934E-2
4.517660801E1;-7.022077560E0;-3.586236000E0;1.524601936E0
4.518608098E1;-7.923708916E0;-3.537719727E0;1.865255713E0
4.519555390E1;-7.716314793E0;-4.203793049E0;1.526634574E0
4.520502681E1;-7.122966766E0;-5.016501427E0;5.715802312E-1
4.521449978E1;-6.355704784E0;-5.483787060E0;-9.044792652E-1
4.522397270E1;-5.600004196E0;-5.165925980E0;-9.914281368E-1
4.523344567E1;-5.357944965E0;-4.204468250E0;-8.746684790E-1
4.524291858E1;-4.938528538E0;-3.168329239E0;-1.636551499E0
4.525239155E1;-4.494675636E0;-1.819997311E0;-1.995905280E0
4.526186447E1;-4.286471844E0;-2.587280273E-1;-2.191861629E0
4.527133744E1;-5.008225441E0;1.421468735E0;-1.968283653E0
4.528081036E1;-5.618844986E0;2.082684517E0;-1.711368918E0
4.529028327E1;-5.827414513E0;2.005935669E0;-8.091093302E-1
4.529975624E1;-5.317449093E0;1.256818771E0;2.852601409E-1
4.530922916E1;-6.728389263E0;1.245413780E0;4.335432053E-1
4.531870213E1;-9.246280670E0;2.361369133E0;-5.126496315E0
4.532817504E1;-7.953468323E0;2.033961296E0;-3.536022186E0
4.533764796E1;-2.898365974E0;7.015686035E-1;2.307775021E0
4.534712093E1;-1.267418623E0;-1.590584278E0;1.637124181E0
4.535659385E1;-6.522488594E-2;-3.955798149E0;-1.312915564E0
4.536606681E1;1.836106777E-1;-3.421890736E0;-3.561875105E0
4.537553973E1;-9.354453087E-1;-1.144691944E0;-5.019386292E0
4.538501265E1;-1.376122117E0;-1.816596985E-1;-5.531925678E0
4.539448562E1;-2.056674004E0;-9.056873322E-1;-5.008009434E0
4.540395853E1;-3.371855974E0;-2.064759731E0;-4.037919998E0
4.541343150E1;-5.405698776E0;-2.093147755E0;-3.036848068E0
4.542290442E1;-7.514892578E0;2.605240822E0;-7.402193546E-2
4.543237739E1;-2.456504345E0;1.248378849E1;1.237122726E1
4.544185030E1;2.199370146E0;1.710265732E1;1.088859653E1
4.545132322E1;-3.261810064E0;1.204799271E1;-8.753144741E-2
4.546079619E1;4.357886314E-1;-3.932395458E0;-7.964034081E0
4.547026910E1;2.855767012E-1;-1.017772293E1;-5.699291229E0
4.547974207E1;-3.580617905E0;-5.143294334E0;-3.676709175E0
4.548921499E1;-7.241717339E0;-3.285694122E-2;-6.144833088E0
4.549868791E1;-7.544376373E0;9.963083267E-1;-5.160136223E0
4.550816088E1;-6.267894268E0;1.596937180E-1;-1.261414766E0
4.551763379E1;-7.429533005E0;-1.089219093E0;1.156578422E0
4.552710676E1;-1.194568062E1;-9.870920181E-1;2.397910357E-1
4.553657968E1;-1.828819275E1;9.457283020E-1;9.215028286E-1
4.554605260E1;-1.864769936E1;1.279623985E0;2.809455395E0
4.555552556E1;-1.321734524E1;1.151385307E0;2.814695120E0
4.556499848E1;-6.493812561E0;1.460322380E0;1.786310196E0
4.557447145E1;-7.083327770E-1;1.696737289E0;3.652948141E-1
4.558394437E1;1.385717630E0;1.766438484E0;-2.027890921E0
4.559341733E1;1.209908724E0;1.398080826E0;-2.312989712E0
4.560289025E1;6.356415749E-1;6.920862198E-1;-1.970450878E0
4.561236317E1;5.683764219E-1;-1.798505783E-1;-1.965462923E0
4.562183614E1;2.861653566E-1;-6.927366257E-1;-2.148385763E0
4.563130905E1;-5.117837191E-1;-3.322668076E-1;-2.025046349E0
4.564078202E1;-1.203936338E0;3.700466156E-1;-1.228927374E0
4.565025494E1;-1.494328737E0;6.078786850E-1;-4.909024239E-1
4.565972786E1;-1.408453703E0;3.497972488E-1;-2.453136444E-2
4.566920082E1;-1.036113262E0;8.600711823E-2;3.863291740E-1
4.567867374E1;-7.983219624E-2;-9.423065186E-2;6.922734976E-1
4.568814671E1;8.678041697E-1;-3.664302826E-2;9.510779381E-2
4.569761963E1;1.893372059E0;4.976272583E-2;-7.425911427E-1
4.570709260E1;2.844151974E0;2.691268921E-3;-1.313409567E0
4.571656551E1;3.034245968E0;2.780342102E-2;-1.276875019E0
4.572603843E1;2.487890959E0;-1.161098480E-1;-9.931826591E-1
4.573551140E1;1.944682837E0;-3.370990753E-1;-3.415353298E-1
4.574498431E1;1.367316604E0;-2.090482712E-1;1.045883417E0
4.575445728E1;4.761900902E-1;5.228424072E-2;2.339003086E0
4.576393020E1;-1.467454433E-1;-5.105972290E-3;2.248448372E0
4.577340312E1;4.622853994E-1;-3.270645142E-1;1.534892559E0
4.578287608E1;1.385306835E0;-4.403219223E-1;1.171881080E0
4.579234900E1;1.511331081E0;-2.040777206E-1;9.945249557E-2
4.580182197E1;2.360766888E0;-8.878612518E-2;-1.335078955E0
4.581129489E1;2.488805532E0;4.486246109E-1;-1.406200886E0
4.582076780E1;1.368447304E0;9.938869476E-1;-1.002813578E0
4.583024077E1;8.134150505E-1;1.126637459E0;-1.770045757E-1
4.583971369E1;1.962108612E-1;1.219778061E0;3.014311790E-1
4.584918666E1;4.544260502E-1;1.160372734E0;2.136518955E-1
4.585865957E1;1.518467188E0;1.444717407E0;4.738645554E-1
4.586813254E1;3.568658829E0;1.986804962E0;-3.455417156E-1
4.587760546E1;5.914504528E0;2.320789337E0;-9.637098312E-1
4.588707838E1;7.419442654E0;2.709889412E0;-1.536298752E0
4.589655135E1;7.691798210E0;3.025936127E0;-1.977556944E0
4.590602426E1;6.330125809E0;3.558253288E0;-1.240095615E0
4.591549723E1;4.558141232E0;3.614158630E0;-1.715078354E-1
4.592497015E1;3.609672308E0;3.448958397E0;4.014990330E-1
4.593444306E1;3.918297291E0;3.582900047E0;6.272652149E-1
4.594391603E1;4.930627346E0;3.830157280E0;4.169242382E-1
4.595338895E1;6.353520393E0;3.896470547E0;2.751746178E-1
4.596286192E1;7.539669991E0;4.001921654E0;7.894977331E-1
4.597233483E1;8.205296516E0;4.388153076E0;1.402826667E0
4.598180775E1;8.910028458E0;5.683486462E0;3.581023216E-2
4.599128072E1;1.071091938E1;8.061100960E0;1.471870661E0
4.600075364E1;1.035371399E1;1.108437061E1;4.027808189E0
4.601022660E1;8.633900642E0;1.251375103E1;2.950487614E0
4.601969952E1;9.142519951E0;1.250404549E1;2.005367994E0
4.602917249E1;1.068304062E1;1.329253387E1;1.879450321E0
4.603864541E1;1.172056293E1;1.360793686E1;-1.255741000E0
4.604811832E1;1.238455009E1;1.152472687E1;-6.040128231E0
4.605759129E1;1.278030586E1;8.129223824E0;-8.124891281E0
4.606706421E1;1.257657719E1;4.233855247E0;-8.819821358E0
4.607653718E1;9.733626366E0;1.023740292E0;-8.925894737E0
4.608601010E1;4.478392124E0;1.110610962E-1;-1.004210186E1
4.609548301E1;-2.372181892E0;2.331056595E0;-9.823849678E0
4.610495598E1;-6.192750931E0;5.473596096E0;-3.288343191E0
4.611442890E1;-6.916658878E0;7.819009781E0;3.316835642E0
4.612390187E1;-8.172977448E0;8.323005676E0;5.513930321E0
4.613337478E1;-9.174745560E0;6.648405075E0;4.644277096E0
4.614284775E1;-8.380742073E0;3.363310814E0;2.918189049E0
4.615232067E1;-6.074443340E0;3.513569832E-1;2.074408531E0
4.616179358E1;-3.692460060E0;-1.059926987E0;2.043421984E0
4.617126655E1;-2.290205002E0;-1.231130600E0;1.464482546E0
4.618073947E1;-1.905274868E0;-9.233145714E-1;5.204602480E-1
4.619021244E1;-2.055487156E0;-8.750042915E-1;1.124205589E-1
4.619968536E1;-1.980802059E0;-1.715967655E0;-1.729388237E-1
4.620915832E1;-1.015478134E0;-3.183579683E0;-4.905951023E-1
4.621863124E1;7.428784370E-1;-4.819914341E0;-2.989337444E-1
4.622810416E1;2.507298470E0;-6.166077137E0;-1.214629412E-1
4.623757713E1;3.479058027E0;-6.722083569E0;-5.471606255E-1
4.624705004E1;3.255423307E0;-6.294047356E0;-1.117194295E0
4.625652301E1;2.267378330E0;-5.244790077E0;-1.192573547E0
4.626599593E1;1.220034599E0;-4.247780323E0;-3.624113798E-1
4.627546885E1;2.405281067E-1;-3.930665970E0;4.993629456E-1
4.628494181E1;-1.223417282E0;-3.866712570E0;1.005932808E0
4.629441473E1;-3.508462906E0;-3.549661636E0;1.452469468E0
4.630388770E1;-5.940771103E0;-2.948588848E0;2.300938129E0
4.631336062E1;-7.772023678E0;-2.343903065E0;2.775036573E0
